Attrition,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Current Employee,Daily Rate,Distance From Home,Distance Status,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Job Satisfaction Status,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Performance Status,Relationship Satisfaction,Stock Option Level,Total Working Years,Experience Status,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,Sales,Marketing,STAFF-2298,Male,Sales Executive,Married,No,3,30,26-35,1,852,10,Near-by,Bachelor's Degree,3,72,2,2,3,Unsatisfied,6578,2706,1,18,3,High,1,1,10,0-10,3,10,3,1,4
No,Travel_Frequently,R&D,Medical,STAFF-2299,Female,Research Scientist,Married,Yes,3,40,36-45,1,902,26,Very-far,Associates Degree,3,92,2,2,4,utterly unsatisfied,4422,21203,3,13,3,High,4,1,16,11.- 20,1,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2300,Male,Manufacturing Director,Divorced,No,2,35,26-35,1,819,24,Very-far,Bachelor's Degree,3,44,2,3,2,Satisfied,10274,19588,2,18,3,High,2,1,15,11.- 20,4,7,7,6,4
No,Travel_Frequently,R&D,Medical,STAFF-2301,Male,Healthcare Representative,Single,No,3,34,26-35,1,669,17,Very-far,Bachelor's Degree,4,97,2,2,1,Very Satisfied,5343,25755,0,20,4,Low,3,0,14,11.- 20,3,13,9,4,9
No,Travel_Frequently,R&D,Other,STAFF-2302,Male,Laboratory Technician,Married,No,2,35,26-35,1,636,4,Near-by,Master's Degree,4,47,2,1,4,utterly unsatisfied,2376,26537,1,13,3,High,2,1,2,0-10,4,2,2,2,2
Yes,Travel_Rarely,Sales,Marketing,STAFF-2303,Female,Sales Executive,Single,No,2,43,36-45,0,1372,19,Very-far,Bachelor's Degree,1,85,1,2,3,Unsatisfied,5346,9489,8,13,3,High,2,0,7,0-10,2,4,3,1,3
No,Non-Travel,Sales,Life Sciences,STAFF-2304,Female,Sales Representative,Divorced,No,3,32,26-35,1,862,24,Very-far,High School,3,76,3,1,1,Very Satisfied,2827,14947,1,12,3,High,3,3,1,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Technical Degree,STAFF-2305,Female,Manager,Divorced,No,2,56,55 Plus,1,718,4,Near-by,Master's Degree,4,92,3,5,1,Very Satisfied,19943,18575,4,13,3,High,4,1,28,21-30,3,5,2,4,2
No,Travel_Rarely,R&D,Medical,STAFF-2306,Female,Laboratory Technician,Married,No,5,29,26-35,1,1401,28,Very-far,High School,2,54,3,1,4,utterly unsatisfied,3131,26342,1,13,3,High,1,1,10,0-10,3,10,8,0,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-2307,Male,Research Scientist,Single,No,4,19,18-25,1,645,19,Very-far,Associates Degree,3,54,3,1,1,Very Satisfied,2552,7172,1,25,4,Low,3,0,1,0-10,3,1,1,0,0
No,Travel_Rarely,R&D,Medical,STAFF-2308,Female,Research Scientist,Married,Yes,2,45,36-45,1,1457,19,Very-far,Bachelor's Degree,1,83,3,1,3,Unsatisfied,4477,20100,4,19,3,High,3,1,7,0-10,2,3,2,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2309,Female,Manufacturing Director,Married,No,2,37,36-45,1,977,17,Very-far,Bachelor's Degree,4,56,2,2,4,utterly unsatisfied,6474,9961,1,13,3,High,2,1,14,11.- 20,2,14,8,3,11
No,Travel_Rarely,R&D,Life Sciences,STAFF-2310,Male,Laboratory Technician,Single,No,2,20,18-25,1,805,33,Very-far,Bachelor's Degree,1,87,2,1,3,Unsatisfied,3033,12828,1,12,3,High,1,0,2,0-10,2,2,2,1,2
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-2311,Male,Research Scientist,Single,Yes,4,44,36-45,0,1097,10,Near-by,Master's Degree,3,96,3,1,3,Unsatisfied,2936,10826,1,11,3,High,3,0,6,0-10,3,6,4,0,2
No,Travel_Rarely,R&D,Medical,STAFF-2312,Female,Manager,Divorced,No,6,53,46-55,1,1223,19,Very-far,Associates Degree,4,50,3,5,3,Unsatisfied,18606,18640,3,18,3,High,2,1,26,21-30,3,7,7,4,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-2313,Female,Research Scientist,Married,Yes,2,29,26-35,1,942,15,Far,High School,2,69,1,1,4,utterly unsatisfied,2168,26933,0,18,3,High,1,1,6,0-10,2,5,4,1,3
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-2314,Male,Research Scientist,Married,Yes,5,22,18-25,0,1256,33,Very-far,Master's Degree,3,48,2,1,4,utterly unsatisfied,2853,4223,0,11,3,High,2,1,1,0-10,3,0,0,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-2315,Female,Manager,Married,No,2,46,46-55,1,1402,24,Very-far,Bachelor's Degree,3,69,3,4,1,Very Satisfied,17048,24097,8,23,4,Low,1,0,28,21-30,3,26,15,15,9
No,Non-Travel,R&D,Life Sciences,STAFF-2316,Male,Research Scientist,Single,No,3,44,36-45,1,111,17,Very-far,Bachelor's Degree,4,74,1,1,3,Unsatisfied,2290,4279,2,13,3,High,4,0,6,0-10,3,0,0,0,0
No,Travel_Rarely,HR,Human Resources,STAFF-2317,Male,Human Resources,Married,No,2,33,26-35,1,147,24,Very-far,Bachelor's Degree,2,99,3,1,3,Unsatisfied,3600,8429,1,13,3,High,4,1,5,0-10,3,5,4,1,4
Yes,Non-Travel,R&D,Life Sciences,STAFF-2318,Male,Research Scientist,Divorced,No,2,41,36-45,0,906,33,Very-far,Associates Degree,1,95,2,1,1,Very Satisfied,2107,20293,6,17,3,High,1,1,5,0-10,1,1,0,0,0
No,Travel_Rarely,Sales,Life Sciences,STAFF-2319,Male,Sales Executive,Divorced,No,3,30,26-35,1,1329,29,Very-far,Master's Degree,3,61,3,2,1,Very Satisfied,4115,13192,8,19,3,High,3,3,8,0-10,3,4,3,0,3
No,Travel_Frequently,Sales,Medical,STAFF-2320,Male,Sales Executive,Married,No,2,40,36-45,1,1184,24,Very-far,Master's Degree,2,62,3,2,2,Satisfied,4327,25440,5,12,3,High,4,3,5,0-10,3,0,0,0,0
No,Travel_Frequently,R&D,Medical,STAFF-2321,Female,Manager,Married,No,3,50,46-55,1,1421,24,Very-far,Bachelor's Degree,4,30,3,4,1,Very Satisfied,17856,9490,2,22,4,Low,3,1,32,30 Plus,3,2,2,2,2
No,Travel_Rarely,R&D,Medical,STAFF-2322,Male,Laboratory Technician,Married,No,2,28,26-35,1,1179,19,Very-far,Master's Degree,4,78,2,1,1,Very Satisfied,3196,12449,1,12,3,High,3,3,6,0-10,3,6,5,3,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-2323,Male,Research Director,Married,No,2,46,46-55,1,1450,15,Far,Associates Degree,4,52,3,5,2,Satisfied,19081,10849,5,11,3,High,1,1,25,21-30,3,4,2,0,3
No,Travel_Rarely,Sales,Life Sciences,STAFF-2324,Male,Sales Executive,Married,Yes,2,35,26-35,1,1361,17,Very-far,Master's Degree,3,94,3,2,1,Very Satisfied,8966,21026,3,15,3,High,4,3,15,11.- 20,3,7,7,1,7
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-2325,Female,Laboratory Technician,Married,No,3,24,18-25,0,984,17,Very-far,Associates Degree,4,97,3,1,2,Satisfied,2210,3372,1,13,3,High,1,1,1,0-10,1,1,0,0,0
No,Travel_Frequently,Sales,Medical,STAFF-2326,Female,Sales Executive,Married,No,3,33,26-35,1,1146,25,Very-far,Bachelor's Degree,2,82,3,2,3,Unsatisfied,4539,4905,1,12,3,High,1,1,10,0-10,2,10,7,0,1
No,Travel_Rarely,R&D,Life Sciences,STAFF-2327,Male,Laboratory Technician,Divorced,No,4,36,36-45,1,917,28,Very-far,Master's Degree,3,60,1,1,3,Unsatisfied,2741,6865,1,14,3,High,3,1,7,0-10,3,7,7,1,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-2328,Male,Laboratory Technician,Divorced,No,4,30,26-35,1,853,19,Very-far,Master's Degree,3,49,3,2,3,Unsatisfied,3491,11309,1,13,3,High,1,3,10,0-10,2,10,7,8,9
No,Travel_Rarely,R&D,Other,STAFF-2329,Male,Research Scientist,Single,No,3,44,36-45,1,200,29,Very-far,Master's Degree,4,32,3,2,4,utterly unsatisfied,4541,7744,1,25,4,Low,2,0,20,11.- 20,3,20,11,13,17
No,Travel_Rarely,Sales,Marketing,STAFF-2330,Male,Sales Representative,Single,No,2,20,18-25,1,654,21,Very-far,Bachelor's Degree,3,43,4,1,4,utterly unsatisfied,2678,5050,1,17,3,High,4,0,2,0-10,3,2,1,2,2
No,Travel_Rarely,R&D,Technical Degree,STAFF-2331,Male,Manufacturing Director,Divorced,No,3,46,46-55,1,150,24,Very-far,Master's Degree,4,60,3,2,4,utterly unsatisfied,7379,17433,2,11,3,High,3,1,12,11.- 20,2,6,3,1,4
No,Non-Travel,HR,Medical,STAFF-2332,Male,Human Resources,Married,No,3,42,36-45,1,179,24,Very-far,Doctoral Degree,4,79,4,2,1,Very Satisfied,6272,12858,7,16,3,High,1,1,10,0-10,4,4,3,0,3
No,Travel_Rarely,Sales,Marketing,STAFF-2333,Male,Sales Executive,Divorced,Yes,3,60,55 Plus,1,696,19,Very-far,Master's Degree,2,52,4,2,4,utterly unsatisfied,5220,10893,0,18,3,High,2,1,12,11.- 20,3,11,7,1,9
No,Travel_Frequently,R&D,Other,STAFF-2334,Female,Laboratory Technician,Married,No,2,32,26-35,1,116,13,Far,Bachelor's Degree,3,77,2,1,2,Satisfied,2743,7331,1,20,4,Low,3,1,2,0-10,3,2,2,2,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-2335,Female,Research Scientist,Single,Yes,2,32,26-35,1,1316,24,Very-far,Associates Degree,4,38,3,2,3,Unsatisfied,4998,2338,4,14,3,High,4,0,10,0-10,3,8,7,0,7
No,Travel_Rarely,R&D,Technical Degree,STAFF-2336,Female,Manufacturing Director,Divorced,Yes,2,36,36-45,1,363,17,Very-far,Bachelor's Degree,3,77,1,3,1,Very Satisfied,10252,4235,2,21,4,Low,3,1,17,11.- 20,3,7,7,7,7
No,Travel_Rarely,R&D,Medical,STAFF-2337,Male,Research Scientist,Married,No,5,33,26-35,1,117,19,Very-far,Bachelor's Degree,1,60,3,1,4,utterly unsatisfied,2781,6311,0,13,3,High,2,1,15,11.- 20,3,14,10,4,10
No,Travel_Rarely,Sales,Technical Degree,STAFF-2338,Female,Sales Executive,Divorced,No,2,40,36-45,1,107,10,Near-by,Bachelor's Degree,2,84,2,2,2,Satisfied,6852,11591,7,12,3,High,2,1,7,0-10,4,5,1,1,3
No,Travel_Rarely,Sales,Life Sciences,STAFF-2339,Male,Sales Executive,Single,No,4,25,18-25,1,1356,10,Near-by,Master's Degree,3,57,3,2,4,utterly unsatisfied,4950,20623,0,14,3,High,2,0,5,0-10,3,4,3,1,1
No,Travel_Rarely,R&D,Medical,STAFF-2340,Male,Research Scientist,Married,Yes,2,30,26-35,1,1465,17,Very-far,Bachelor's Degree,4,63,3,1,2,Satisfied,3579,9369,0,21,4,Low,1,1,12,11.- 20,3,11,9,5,7
No,Travel_Frequently,R&D,Medical,STAFF-2341,Female,Research Director,Married,Yes,6,42,36-45,1,458,26,Very-far,Doctoral Degree,1,60,3,3,1,Very Satisfied,13191,23281,3,17,3,High,3,0,20,11.- 20,3,1,0,0,0
No,Non-Travel,Sales,Marketing,STAFF-2342,Female,Sales Executive,Married,Yes,6,35,26-35,1,1212,8,Near-by,Associates Degree,3,78,2,3,4,utterly unsatisfied,10377,13755,4,11,3,High,2,1,16,11.- 20,2,13,2,4,12
No,Travel_Rarely,R&D,Life Sciences,STAFF-2343,Male,Research Scientist,Married,Yes,3,27,26-35,1,1103,14,Far,Bachelor's Degree,1,42,3,1,1,Very Satisfied,2235,14377,1,14,3,High,4,2,9,0-10,2,9,7,6,8
No,Travel_Frequently,R&D,Life Sciences,STAFF-2344,Female,Manufacturing Director,Divorced,No,2,54,46-55,1,966,17,Very-far,Master's Degree,4,53,3,3,3,Unsatisfied,10502,9659,7,17,3,High,1,1,33,30 Plus,1,5,4,1,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-2345,Female,Research Scientist,Married,No,5,44,36-45,1,1117,24,Very-far,High School,1,72,4,1,4,utterly unsatisfied,2011,19982,1,13,3,High,4,1,10,0-10,3,10,5,7,7
Yes,Non-Travel,R&D,Medical,STAFF-2346,Female,Research Scientist,Single,Yes,2,19,18-25,0,504,10,Near-by,Bachelor's Degree,1,96,2,1,2,Satisfied,1859,6148,1,25,4,Low,2,0,1,0-10,4,1,1,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2347,Female,Research Scientist,Divorced,No,5,29,26-35,1,1010,17,Very-far,Bachelor's Degree,1,97,3,1,4,utterly unsatisfied,3760,5598,1,15,3,High,1,3,3,0-10,3,3,2,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2348,Male,Research Director,Married,No,2,54,46-55,1,685,33,Very-far,Bachelor's Degree,4,85,3,4,4,utterly unsatisfied,17779,23474,3,14,3,High,1,0,36,30 Plus,3,10,9,0,9
No,Travel_Rarely,R&D,Medical,STAFF-2349,Male,Healthcare Representative,Married,Yes,2,31,26-35,1,1332,21,Very-far,Associates Degree,3,80,3,2,1,Very Satisfied,6833,17089,1,12,3,High,4,0,6,0-10,2,6,5,0,1
No,Travel_Rarely,R&D,Medical,STAFF-2350,Female,Healthcare Representative,Single,No,2,31,26-35,1,1062,24,Very-far,Bachelor's Degree,3,96,2,2,1,Very Satisfied,6812,17198,1,19,3,High,2,0,10,0-10,3,10,9,1,8
No,Travel_Rarely,Sales,Life Sciences,STAFF-2351,Female,Sales Executive,Single,No,2,59,55 Plus,1,326,33,Very-far,Bachelor's Degree,3,48,2,2,4,utterly unsatisfied,5171,16490,5,17,3,High,4,0,13,11.- 20,3,6,1,0,5
No,Travel_Rarely,R&D,Life Sciences,STAFF-2352,Male,Research Director,Married,No,2,43,36-45,1,920,33,Very-far,Bachelor's Degree,3,96,1,5,4,utterly unsatisfied,19740,18625,3,14,3,High,2,1,25,21-30,3,8,7,0,7
No,Travel_Rarely,R&D,Medical,STAFF-2353,Male,Manager,Married,No,2,49,46-55,1,1098,4,Near-by,Associates Degree,1,85,2,5,3,Unsatisfied,18711,12124,2,13,3,High,3,1,23,21-30,4,1,0,0,0
No,Travel_Frequently,R&D,Technical Degree,STAFF-2354,Male,Research Scientist,Married,No,2,36,36-45,1,469,33,Very-far,Bachelor's Degree,3,46,3,1,2,Satisfied,3692,9256,1,12,3,High,3,0,12,11.- 20,2,11,10,0,7
No,Travel_Rarely,R&D,Technical Degree,STAFF-2355,Male,Laboratory Technician,Single,No,4,48,46-55,1,969,24,Very-far,Associates Degree,4,76,4,1,2,Satisfied,2559,16620,5,11,3,High,3,0,7,0-10,2,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2356,Male,Research Scientist,Divorced,No,2,27,26-35,1,1167,4,Near-by,Associates Degree,1,76,3,1,3,Unsatisfied,2517,3208,1,11,3,High,2,3,5,0-10,3,5,3,0,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-2357,Male,Healthcare Representative,Divorced,Yes,2,29,26-35,1,1329,19,Very-far,Bachelor's Degree,3,82,3,2,4,utterly unsatisfied,6623,4204,1,11,3,High,2,2,6,0-10,3,6,0,1,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2358,Male,Research Director,Single,No,3,48,46-55,1,715,17,Very-far,Bachelor's Degree,4,76,2,5,4,utterly unsatisfied,18265,8733,6,12,3,High,3,0,25,21-30,4,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2359,Female,Research Director,Divorced,No,2,29,26-35,1,694,17,Very-far,Bachelor's Degree,4,87,2,4,4,utterly unsatisfied,16124,3423,3,14,3,High,2,2,9,0-10,2,7,7,1,7
No,Travel_Rarely,R&D,Technical Degree,STAFF-2360,Female,Research Scientist,Married,No,5,34,26-35,1,1320,20,Very-far,Bachelor's Degree,3,89,4,1,3,Unsatisfied,2585,21643,0,17,3,High,4,0,2,0-10,2,1,0,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-2361,Male,Manager,Married,No,5,44,36-45,1,1099,33,Very-far,Bachelor's Degree,2,88,3,5,2,Satisfied,18213,8751,7,11,3,High,3,1,26,21-30,3,22,9,3,10
No,Travel_Rarely,Sales,Marketing,STAFF-2362,Male,Sales Executive,Divorced,Yes,3,33,26-35,1,536,10,Near-by,Doctoral Degree,4,82,4,3,3,Unsatisfied,8380,21708,0,14,3,High,4,2,10,0-10,3,9,8,0,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-2363,Female,Research Scientist,Single,Yes,2,19,18-25,1,265,25,Very-far,Bachelor's Degree,2,57,4,1,4,utterly unsatisfied,2994,21221,1,12,3,High,4,0,1,0-10,3,1,0,0,1
No,Travel_Rarely,R&D,Life Sciences,STAFF-2364,Male,Research Scientist,Married,No,2,23,18-25,1,373,17,Very-far,Associates Degree,4,47,3,1,3,Unsatisfied,1223,16901,1,22,4,Low,4,1,1,0-10,3,1,0,0,1
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-2365,Male,Sales Representative,Single,Yes,4,25,18-25,0,599,24,Very-far,High School,3,73,1,1,4,utterly unsatisfied,1118,8040,1,14,3,High,4,0,1,0-10,3,1,0,1,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-2366,Male,Research Scientist,Single,Yes,2,26,26-35,1,583,4,Near-by,Associates Degree,3,53,3,1,4,utterly unsatisfied,2875,9973,1,20,4,Low,2,0,8,0-10,2,8,5,2,2
Yes,Travel_Rarely,Sales,Marketing,STAFF-2367,Female,Manager,Single,Yes,2,45,36-45,0,1449,24,Very-far,Bachelor's Degree,1,94,1,5,2,Satisfied,18824,2493,2,16,3,High,1,0,26,21-30,3,24,10,1,11
No,Non-Travel,R&D,Medical,STAFF-2368,Male,Healthcare Representative,Divorced,Yes,3,55,46-55,1,177,8,Near-by,High School,4,37,2,4,2,Satisfied,13577,25592,1,15,3,High,4,1,34,30 Plus,3,33,9,15,0
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-2369,Female,Laboratory Technician,Single,No,2,21,18-25,0,251,10,Near-by,Associates Degree,1,45,2,1,3,Unsatisfied,2625,25308,1,20,4,Low,3,0,2,0-10,1,2,2,2,2
No,Travel_Rarely,Sales,Marketing,STAFF-2370,Female,Manager,Married,No,2,46,46-55,1,168,4,Near-by,Associates Degree,4,33,2,5,2,Satisfied,18789,9946,2,14,3,High,3,1,26,21-30,3,11,4,0,8
No,Travel_Rarely,Sales,Marketing,STAFF-2371,Female,Sales Executive,Single,Yes,3,34,26-35,1,131,24,Very-far,Bachelor's Degree,3,86,3,2,1,Very Satisfied,4538,6039,0,12,3,High,4,0,4,0-10,3,3,2,0,2
No,Travel_Frequently,Sales,Life Sciences,STAFF-2372,Male,Manager,Divorced,Yes,5,51,46-55,1,237,19,Very-far,Bachelor's Degree,4,83,3,5,2,Satisfied,19847,19196,4,24,4,Low,1,1,31,30 Plus,2,29,10,11,10
No,Travel_Rarely,R&D,Medical,STAFF-2373,Male,Manufacturing Director,Single,No,6,59,55 Plus,1,1429,18,Very-far,Master's Degree,4,67,3,3,4,utterly unsatisfied,10512,20002,6,12,3,High,4,0,25,21-30,2,9,7,5,4
No,Travel_Frequently,R&D,Medical,STAFF-2374,Female,Laboratory Technician,Divorced,No,2,34,26-35,1,135,19,Very-far,Bachelor's Degree,3,46,3,2,2,Satisfied,4444,22534,4,13,3,High,3,2,15,11.- 20,4,11,8,5,10
No,Travel_Frequently,R&D,Medical,STAFF-2375,Male,Laboratory Technician,Single,Yes,2,28,26-35,1,791,17,Very-far,Master's Degree,4,44,3,1,3,Unsatisfied,2154,6842,0,11,3,High,3,0,5,0-10,2,4,2,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2376,Male,Manager,Divorced,No,4,44,36-45,1,1199,4,Near-by,Associates Degree,3,92,4,5,1,Very Satisfied,19190,17477,1,14,3,High,4,2,26,21-30,2,25,9,14,13
No,Travel_Frequently,HR,Life Sciences,STAFF-2377,Male,Human Resources,Married,No,5,34,26-35,1,648,21,Very-far,Bachelor's Degree,3,56,2,2,2,Satisfied,4490,21833,4,11,3,High,4,2,14,11.- 20,4,10,9,1,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-2378,Male,Research Scientist,Married,Yes,3,35,26-35,1,735,28,Very-far,High School,3,66,3,1,3,Unsatisfied,3506,6020,0,14,3,High,4,0,4,0-10,3,3,2,2,2
No,Travel_Rarely,R&D,Medical,STAFF-2379,Female,Research Scientist,Married,Yes,2,42,36-45,1,603,19,Very-far,Master's Degree,2,78,4,2,2,Satisfied,2372,5628,6,16,3,High,4,0,18,11.- 20,3,1,0,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-2380,Female,Sales Executive,Single,No,3,43,36-45,1,531,4,Near-by,Master's Degree,4,56,2,3,4,utterly unsatisfied,10231,20364,3,14,3,High,4,0,23,21-30,4,21,7,15,17
No,Travel_Rarely,R&D,Life Sciences,STAFF-2381,Female,Manufacturing Director,Single,Yes,2,36,36-45,1,429,24,Very-far,Master's Degree,3,53,3,2,2,Satisfied,5410,2323,9,11,3,High,4,0,18,11.- 20,3,16,14,5,12
Yes,Travel_Rarely,R&D,Medical,STAFF-2382,Female,Healthcare Representative,Married,No,2,44,36-45,0,621,15,Far,Bachelor's Degree,1,73,3,3,4,utterly unsatisfied,7978,14075,1,11,3,High,4,1,10,0-10,3,10,7,0,5
No,Travel_Frequently,R&D,Life Sciences,STAFF-2383,Male,Laboratory Technician,Married,Yes,2,28,26-35,1,193,24,Very-far,Bachelor's Degree,4,52,2,1,4,utterly unsatisfied,3867,14222,1,12,3,High,2,1,2,0-10,3,2,2,2,2
No,Travel_Frequently,R&D,Medical,STAFF-2384,Female,Laboratory Technician,Single,No,6,51,46-55,1,968,28,Very-far,Associates Degree,2,40,2,1,3,Unsatisfied,2838,4257,0,14,3,High,2,0,8,0-10,2,7,0,7,7
No,Non-Travel,R&D,Medical,STAFF-2385,Female,Manufacturing Director,Single,Yes,3,30,26-35,1,879,19,Very-far,Associates Degree,3,72,3,2,3,Unsatisfied,4695,12858,7,18,3,High,3,0,10,0-10,3,8,4,1,7
Yes,Travel_Rarely,R&D,Technical Degree,STAFF-2386,Female,Laboratory Technician,Divorced,Yes,2,29,26-35,0,806,19,Very-far,Bachelor's Degree,2,39,3,1,3,Unsatisfied,3339,17285,3,13,3,High,1,2,10,0-10,3,7,7,7,7
No,Travel_Rarely,R&D,Technical Degree,STAFF-2387,Male,Research Scientist,Single,No,2,28,26-35,1,640,17,Very-far,Bachelor's Degree,4,84,3,1,1,Very Satisfied,2080,4732,2,11,3,High,2,0,5,0-10,2,3,2,1,2
No,Travel_Rarely,R&D,Medical,STAFF-2388,Female,Research Scientist,Single,No,3,25,18-25,1,266,17,Very-far,Bachelor's Degree,4,40,3,1,2,Satisfied,2096,18830,1,18,3,High,4,0,2,0-10,2,2,2,2,1
No,Travel_Rarely,Sales,Medical,STAFF-2389,Male,Sales Executive,Married,No,4,32,26-35,1,604,8,Near-by,Bachelor's Degree,3,56,4,2,4,utterly unsatisfied,6209,11693,1,15,3,High,3,2,10,0-10,4,10,7,0,8
No,Travel_Frequently,R&D,Medical,STAFF-2390,Female,Manager,Single,No,4,45,36-45,1,364,25,Very-far,Bachelor's Degree,2,83,3,5,2,Satisfied,18061,13035,3,22,4,Low,3,0,22,21-30,3,0,0,0,0
No,Travel_Rarely,R&D,Medical,STAFF-2391,Female,Manager,Divorced,Yes,4,39,36-45,1,412,13,Far,Master's Degree,3,94,2,4,2,Satisfied,17123,17334,6,13,3,High,4,2,21,21-30,3,19,9,15,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-2392,Male,Research Scientist,Divorced,No,3,58,55 Plus,1,848,23,Very-far,Master's Degree,1,88,3,1,3,Unsatisfied,2372,26076,1,12,3,High,4,2,2,0-10,3,2,2,2,2
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-2393,Male,Laboratory Technician,Married,No,3,32,26-35,0,1089,19,Very-far,Associates Degree,4,79,3,2,3,Unsatisfied,4883,22845,1,18,3,High,1,1,10,0-10,3,10,4,1,1
Yes,Travel_Rarely,R&D,Medical,STAFF-2394,Male,Research Scientist,Single,No,2,39,36-45,0,360,23,Very-far,Bachelor's Degree,3,93,3,1,1,Very Satisfied,3904,22154,0,13,3,High,1,0,6,0-10,3,5,2,0,3
No,Travel_Rarely,R&D,Technical Degree,STAFF-2395,Female,Laboratory Technician,Married,No,6,30,26-35,1,1138,28,Very-far,Bachelor's Degree,1,48,2,2,4,utterly unsatisfied,4627,23631,0,12,3,High,1,1,10,0-10,3,9,2,6,7
No,Travel_Rarely,R&D,Technical Degree,STAFF-2396,Female,Healthcare Representative,Married,No,0,36,36-45,1,325,10,Near-by,Master's Degree,4,63,3,3,3,Unsatisfied,7094,5747,3,12,3,High,1,0,10,0-10,3,7,7,1,7
No,Travel_Rarely,HR,Life Sciences,STAFF-2397,Female,Human Resources,Single,No,3,46,46-55,1,991,17,Very-far,Associates Degree,4,44,3,1,1,Very Satisfied,3423,22957,6,12,3,High,3,0,10,0-10,4,7,6,5,7
No,Non-Travel,R&D,Life Sciences,STAFF-2398,Female,Laboratory Technician,Married,No,6,28,26-35,1,1476,17,Very-far,Bachelor's Degree,3,55,1,2,4,utterly unsatisfied,6674,16392,0,11,3,High,1,3,10,0-10,3,9,8,7,5
No,Travel_Rarely,R&D,Life Sciences,STAFF-2399,Female,Research Director,Married,Yes,2,50,46-55,1,1322,28,Very-far,Bachelor's Degree,4,43,3,4,1,Very Satisfied,16880,22422,4,11,3,High,2,0,25,21-30,3,3,2,1,2
Yes,Travel_Rarely,Sales,Marketing,STAFF-2400,Male,Sales Executive,Single,Yes,2,40,36-45,0,299,25,Very-far,Master's Degree,4,57,2,3,2,Satisfied,9094,17235,2,12,3,High,3,0,9,0-10,3,5,4,1,0
Yes,Travel_Rarely,Sales,Life Sciences,STAFF-2401,Male,Sales Executive,Single,Yes,2,52,46-55,0,1030,33,Very-far,Bachelor's Degree,2,64,3,3,2,Satisfied,8446,21534,9,19,3,High,3,0,10,0-10,2,8,7,7,7
No,Travel_Rarely,R&D,Medical,STAFF-2402,Female,Manager,Married,Yes,2,30,26-35,1,634,17,Very-far,Master's Degree,2,95,3,3,1,Very Satisfied,11916,25927,1,23,4,Low,4,2,9,0-10,3,9,1,0,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-2403,Male,Manufacturing Director,Single,No,6,39,36-45,1,524,18,Very-far,Associates Degree,1,32,3,2,3,Unsatisfied,4534,13352,0,11,3,High,1,0,9,0-10,3,8,7,1,7
No,Non-Travel,Sales,Life Sciences,STAFF-2404,Female,Sales Executive,Divorced,Yes,5,31,26-35,1,587,24,Very-far,Master's Degree,4,57,3,3,3,Unsatisfied,9852,8935,1,19,3,High,1,1,10,0-10,2,10,8,9,6
No,Non-Travel,Sales,Medical,STAFF-2405,Male,Sales Executive,Single,No,4,41,36-45,1,256,10,Near-by,Associates Degree,3,40,1,2,2,Satisfied,6151,22074,1,13,3,High,1,0,19,11.- 20,3,19,2,11,9
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-2406,Female,Sales Representative,Single,Yes,2,31,26-35,0,1060,17,Very-far,Bachelor's Degree,4,54,3,1,2,Satisfied,2302,8319,1,11,3,High,1,0,3,0-10,4,3,2,2,2
